orgMiembros;orgFreq;orgProcesos;filtro;anuncio;S_1;O_4;O_91;O_91_other;O_5;O_46;O_47;O_7_1;O_7_2;O_7_3;O_7_4;O_7_5;O_88;O_88_other;O_87;O_89;O_90;O_8;O_9_1;O_9_2;O_9_3;O_9_4;O_9_5;O_9_6;O_9_7;O_9_other;O_11_1;O_11_2;O_11_3;O_11_4;O_11_5;O_11_6;O_11_7;O_11_8;O_11_9;O_12;O_13;O_17_1;O_17_2;O_17_3;O_17_4;O_17_5;O_17_8;O_17_7;O_18;O_19_1;O_19_2;O_19_3;O_19_4;O_19_5;O_19_6;O_19_7;O_19_8;O_19_9;O_20_1;O_20_2;O_20_3;O_20_4;O_20_5;O_20_6;O_20_7;O_20_other;O_25_1;O_25_2;O_25_3;O_25_4;O_25_5;O_22;O_23;O_23_other;O_34_1;O_34_2;O_34_3;O_34_4;O_34_5;O_60_6;O_60_7;O_60_10;O_66_1;O_66_2;O_66_3;O_66_4;O_66_5;O_66_6;O_66_7;O_66_other;O_67;O_68;O_69;O_70;O_71;O_72_1;O_72_2;O_72_3;O_72_4;O_72_5;O_72_6;O_72_7;O_72_8;O_72_other;O_10_1;O_10_2;O_10_3;O_10_4;O_10_5;O_10_6;O_16_1;O_16_2;O_16_3;O_16_4;O_16_5;O_16_6;O_16_7;O_16_8;O_16_9;O_26_1;O_26_2;O_26_4;O_26_5;O_26_6;O_26_7;O_26_3;O_26_9;O_92_1;O_92_2;O_92_4;O_92_5;O_92_6;O_92_7;O_92_3;O_92_9;O_28_1;O_28_2;O_28_3;O_28_4;O_28_5;O_28_6;O_28_7;O_28_other;O_36;O_36_other;O_37_1;O_37_2;O_37_3;O_37_4;O_37_5;O_38_1;O_38_2;O_38_3;O_38_4;O_38_5;O_38_6;O_38_7;O_38_8;O_38_9;O_44_1;O_44_2;O_44_3;O_44_4;O_44_5;O_44_6;O_44_7;O_44_8;O_44_9;O_44_10;O_48;O_49;O_24;O_50;O_52;O_54;O_55;O_58;O_59;O_64;O_65;O_75;O_76;O_77;O_78;O_79;O_80;O_81_1;O_81_2;O_81_3;O_81_4;O_81_5;O_81_6;O_81_7;O_82_1;O_82_2;O_82_3;O_82_4;O_82_5;O_82_6;O_82_7;O_41;O_45;O_40;O_61_1;O_61_2;O_61_3;O_61_4;O_61_5;O_62_1;O_62_2;O_62_3;O_62_4;O_62_5;O_62_6;O_74;O_93_1;O_93_2;O_93_3;O_93_4;O_93_5;O_93_6;comuna;zona;group_age;IPCM
Sí;Sí;Sí;3;N/A;10-LA CANDELARIA;Aprovechamiento de la tierra;Ecológico o ambiental;N/A;300;80;54;24;36;178;36;39;Hombre;N/A;57;Sí;10;Sí;Sí;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sí;No;No;No;Sí;No;No;No;No;Sí;Sí;Sí;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ni de acuerdo, ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;25;Promover participación;N/A;No;No;Sí;No;No;Confía totalmente;Confía totalmente;Confía totalmente;No;No;No;Sí;No;No;No;N/A;Casi siempre;Algunas veces;No acude a ejercicios de rendición de cuentas;Amplia y suficiente;Amplia y suficiente;No;No;No;Sí;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos de desarrollo local;N/A;No;Sí;No;No;No;No;No;No;Sí;No;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;2;2;1;No;50;Muy pocas veces;Algunas veces;No;No;Siempre;Nunca;Nunca;Casi siempre;Nunca;Siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Permanecen igual;Sí, alto;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;No ha realizado derechos de petición;No;No;No;No;No;No;la candelaria;Centro oriental;55 +;0.390212377594462
Sí;Sí;Sí;3;N/A;10-LA CANDELARIA;Biofabrica;Redes sociales que promueven iniciativas ciudadanas;N/A;300;100;80;6;36;37;86;107;Hombre;N/A;20;Sí;7;Sí;Sí;N/A;N/A;N/A;N/A;N/A;Sí;N/A;No;Sí;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;40;Integración comunitaria;N/A;No;No;Sí;No;No;Desconfía totalmente;Desconfía totalmente;Desconfía totalmente;No;No;No;No;No;No;No;N/A;Siempre;Siempre;Si;Clara y comprensible;Clara y comprensible;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Afrodescendientes;N/A;No;Sí;No;No;No;No;No;No;Sí;No;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;1;2;3;No;0;Nunca;Nunca;No;No;Nunca;Nunca;Siempre;Muy pocas veces;Muy pocas veces;Casi siempre;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Negativa;Permanecen igual;Sí, bajo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;No ha realizado derechos de petición;No;No;No;No;No;No;la candelaria;Centro oriental;14 - 28;0.307829436296751
Sí;Sí;Sí;3;N/A;50-PALMITAS;Red de monitoreo del agua;Ecológico o ambiental;N/A;60;50;50;0;0;45;10;0;Hombre;N/A;31;Sí;10;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;30;Integración comunitaria;N/A;No;No;Sí;No;No;Confía;Confía;Confía;Sí;No;No;No;No;No;No;N/A;Casi siempre;Casi siempre;Si;De fácil acceso;Clara y comprensible;No;No;No;No;Sí;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos indígenas;N/A;No;Sí;No;No;No;No;No;No;Sí;Sí;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Sí;100;2;0;0;Sí;100;Siempre;Siempre;No;No;Muy pocas veces;Algunas veces;Algunas veces;Siempre;Algunas veces;Siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Muy cooperativo;Delegativo;Positiva;Permanecen igual;Sí, bajo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;No ha realizado derechos de petición;Sí;No;No;No;No;No;palmitas;Corregimientos;29 - 54;0.313144112906108
Sí;Sí;Sí;3;N/A;14-POBLADO;Moda sostenible;Otro;Emprendimiento;2;2;0;0;0;2;0;0;Hombre;N/A;28;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;De acuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;De acuerdo;50;Otro;Emprendimiento;No;No;No;No;No;Desconfía totalmente;Desconfía totalmente;Neutral;Sí;No;No;No;No;No;No;N/A;Siempre;Algunas veces;No;No consulta;Amplia y suficiente;Sí;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos de desarrollo empresarial;N/A;No;Sí;No;No;No;No;No;No;No;No;No;No;No;Sí;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Nunca;Nunca;No;No;Nunca;Nunca;Nunca;Nunca;Nunca;Muy pocas veces;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Permanecen igual;Sí, medio;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;No ha realizado derechos de petición;No;No;No;No;No;No;el poblado;Suroriental;14 - 28;0.409585375586007
Sí;Sí;Sí;3;N/A;10-LA CANDELARIA;Vino saludable;Otro;Emprendimiento;2;2;0;0;0;0;2;0;Mujer;N/A;54;Sí;2;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;150;Otro;Emprendimiento;No;No;Sí;No;No;Desconfía totalmente;Desconfía totalmente;Desconfía totalmente;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos de desarrollo empresarial;N/A;No;Sí;No;No;No;No;No;No;Sí;No;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;3;1;No;4;Muy pocas veces;Algunas veces;No;No;Muy pocas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Permanecen igual;Sí, bajo;Neutral;Inequitativo;Totalmente inequitativo;Totalmente inequitativo;Neutral;Inequitativo;Inequitativo;Neutral;Neutral;Neutral;Inequitativo;No ha realizado derechos de petición;No;No;No;Sí;No;No;la candelaria;Centro oriental;29 - 54;0.671888000675829
Sí;Sí;Sí;3;N/A;50-PALMITAS;Seguridad alimentaria;Ecológico o ambiental;N/A;30;0;0;0;0;0;30;0;Hombre;N/A;49;No;1;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;30;Promover participación;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;De utilidad para el trabajo en la comuna;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos ambientales;N/A;No;Sí;No;No;No;Sí;Sí;Sí;Sí;Sí;No;No;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;5;2;3;No;0;Nunca;Nunca;No;No;Nunca;Nunca;Nunca;Nunca;Nunca;Casi siempre;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Autosuficiente;Positiva;Permanecen igual;Sí, alto;Neutral;Neutral;Neutral;Neutral;Neutral;;;;;;;No ha realizado derechos de petición;No;No;No;No;No;No;palmitas;Corregimientos;29 - 54;0.698731571130632
Sí;Sí;Sí;3;N/A;3-MANRIQUE;Lectores;Organizaciones religiosas que realizan acciones comunitarias;N/A;8;1;1;0;0;0;6;2;Hombre;N/A;55;No;1;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;En desacuerdo;De acuerdo;8;Integración comunitaria;N/A;No;No;No;No;No;Desconfía;Desconfía;Neutral;No;No;No;No;No;No;No;N/A;No consulta;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;De utilidad para el trabajo en la comuna;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos etarios;N/A;No;No;No;No;Sí;No;No;No;No;No;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Nunca;Nunca;No;No;Algunas veces;Nunca;Nunca;Nunca;Nunca;Algunas veces;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Muy democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Permanecen igual;Sí, medio;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;No ha realizado derechos de petición;No;No;No;No;No;No;manrique;Nororiental;55 +;0.664233624449302
Sí;Sí;Sí;3;N/A;10-LA CANDELARIA;Apoyo a las mujeres;mujeres;N/A;150;150;17;4;22;25;0;0;Mujer;N/A;64;Sí;4;Sí;Sí;Sí;N/A;N/A;N/A;N/A;N/A;N/A;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;No;No;No;No;No;No;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo, ni en desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;175;Promover participación;N/A;Sí;Sí;No;No;No;Neutral;Confía totalmente;Confía;No;No;No;No;No;No;No;Consultan muy poco;Muy pocas veces;Muy pocas veces;Mas o menos;No consulta;Clara y comprensible;No;No;No;No;No;No;No;No;No consulta mucho;No;No;Sí;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;N/A;Las mujeres;N/A;Sí;Sí;Sí;No;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Sí;Bastante incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;Poca incidencia o efectividad;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;Sí;20;5;10;10;Sí;30;Siempre;Nunca;No;No;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Casi siempre;Muy autoritario;Muy manipulador;Muy excluyente;Muy consultivo;Proactivo;Muy apático;Autosuficiente;Muy democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Positiva;Mejorado;Sí, alto;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Totalmente equitativo;Insatisfecho (sensación percibida no alcanza las expectativas);Sí;Sí;Sí;Sí;Sí;Sí;la candelaria;Centro oriental;55 +;0.459602086877964
Sí;Sí;Sí;3;N/A;6-DOCE DE OCTUBRE;Economias sostenibles;Población en situación de calle;N/A;20;3;0;0;0;13;5;2;Hombre;N/A;40;Sí;3;Sí;N/A;Sí;N/A;N/A;N/A;N/A;N/A;N/A;No;Sí;No;No;No;No;No;No;No;Sí;Sí;Sí;No;No;No;No;No;Sí;Sí;No;No;No;No;Sí;No;No;No;No;No;Sí;No;No;No;No;No;N/A;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;20;Promover participación;N/A;No;No;No;No;No;Neutral;Neutral;Neutral;Sí;No;No;No;No;No;No;N/A;Muy pocas veces;Muy pocas veces;Mas o menos;No se publica información;Clara y comprensible;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;Sí;No;No;N/A;Grupos de control social;N/A;No;No;No;No;Sí;No;No;Sí;Sí;No;Sí;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;10;5;3;No;10;Algunas veces;Casi siempre;No;No;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Algunas veces;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Delegativo;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Delegativo;Positiva;Mejorado;Sí, alto;Inequitativo;Inequitativo;Inequitativo;Inequitativo;Totalmente inequitativo;Totalmente inequitativo;Inequitativo;Inequitativo;Neutral;Neutral;Inequitativo;No ha realizado derechos de petición;No;No;Sí;No;No;No;doce de octubre;Noroccidental;29 - 54;0.61925885503324
Sí;Sí;Sí;3;N/A;10-LA CANDELARIA;Productos ecológicos;Ecológico o ambiental;N/A;176;179;153;0;0;35;21;0;Hombre;N/A;33;Sí;15;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;54;Integración comunitaria;N/A;No;No;No;No;No;Desconfía totalmente;Desconfía totalmente;Desconfía totalmente;Sí;No;No;No;No;No;No;N/A;Nunca;Nunca;No acude a ejercicios de rendición de cuentas;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos de desarrollo empresarial;N/A;No;Sí;No;No;No;No;No;No;Sí;No;No;Sí;No;No;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Muy pocas veces;Muy pocas veces;No;No;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Positiva;No sabe, no responde;No;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;No ha realizado derechos de petición;No;No;No;No;No;No;la candelaria;Centro oriental;29 - 54;0.460399516156981
Sí;Sí;Sí;3;N/A;15-GUAYABAL;Econatura;Ecológico o ambiental;N/A;3;4;3;0;0;4;3;0;Mujer;N/A;28;Sí;3;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo, ni en desacuerdo;De acuerdo;0;Integración comunitaria;N/A;No;No;No;No;No;Desconfía totalmente;Desconfía totalmente;Desconfía totalmente;Sí;No;No;No;No;No;No;N/A;Nunca;No consulta;No acude a ejercicios de rendición de cuentas;No consulta;No consulta;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Ninguno;N/A;No;No;No;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Muy pocas veces;Muy pocas veces;No;No;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Muy pocas veces;Autoritario;Manipulador;Inclusivo;Consultivo;Pasivo;Cooperativo;Delegativo;Democrático;Condescendiente;Inclusivo;Muy consultivo;Muy proactivo;Muy cooperativo;Muy delegativo;Positiva;Permanecen igual;Sí, bajo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;No ha realizado derechos de petición;No;No;No;No;No;No;guayabal;Suroccidental;14 - 28;0.503765860873217
Sí;Sí;Sí;3;N/A;14-POBLADO;Bienestar drl cabello;Otro;Emprendimiento;3;3;0;0;0;2;1;0;Mujer;N/A;28;Sí;3;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;N/A;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;N/A;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;7;Otro;Emprendimiento;No;No;No;No;No;Desconfía totalmente;Desconfía totalmente;Desconfía totalmente;Sí;No;No;No;No;No;No;N/A;Siempre;Siempre;Si;No se publica información;No se publica información;No;No;No;No;No;No;No;Sí;N/A;No;No;No;No;No;No;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;Totalmente dispuesto;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;Grupos de desarrollo empresarial;N/A;No;Sí;No;No;No;No;No;No;No;No;No;No;No;Sí;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No los hemos usado;No;N/A;0;0;0;No;0;Nunca;Nunca;No;No;Nunca;Nunca;Siempre;Siempre;Casi siempre;Casi siempre;Autoritario;Manipulador;Excluyente;Dictatorial;Pasivo;Apático;Autosuficiente;Democrático;Condescendiente;Inclusivo;Consultivo;Proactivo;Cooperativo;Muy delegativo;Positiva;No sabe, no responde;No;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;Totalmente inequitativo;No ha realizado derechos de petición;No;No;No;No;No;No;el poblado;Suroriental;14 - 28;0.454027294374623
